name|label|concept
B26109_051|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, different address in the united states|group quarters type [3] by geographical mobility in the past year for current residence in the united states
B26109_052|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, different address in the united states, same county|group quarters type [3] by geographical mobility in the past year for current residence in the united states
B26109_053|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, different address in the united states, different county|group quarters type [3] by geographical mobility in the past year for current residence in the united states
B26109_054|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, different address in the united states, different county, same state|group quarters type [3] by geographical mobility in the past year for current residence in the united states
B26109_055|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, different address in the united states, different county, different state|group quarters type [3] by geographical mobility in the past year for current residence in the united states
B26109_056|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, abroad|group quarters type [3] by geographical mobility in the past year for current residence in the united states
B26109_057|estimate, total, household population|group quarters type [3] by geographical mobility in the past year for current residence in the united states
B26109PR_001|estimate, total|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_002|estimate, total, same address|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_003|estimate, total, different address in puerto rico or the united states|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_004|estimate, total, different address in puerto rico or the united states, in puerto rico|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_005|estimate, total, different address in puerto rico or the united states, in puerto rico, same municipio|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_006|estimate, total, different address in puerto rico or the united states, in puerto rico, different municipio|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_007|estimate, total, different address in puerto rico or the united states, in the united states|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_008|estimate, total, elsewhere|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_009|estimate, total, group quarters population|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_010|estimate, total, group quarters population, same address|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_011|estimate, total, group quarters population, different address in puerto rico or the united states|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_012|estimate, total, group quarters population, different address in puerto rico or the united states, in puerto rico|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_013|estimate, total, group quarters population, different address in puerto rico or the united states, in puerto rico, same municipio|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_014|estimate, total, group quarters population, different address in puerto rico or the united states, in puerto rico, different municipio|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_015|estimate, total, group quarters population, different address in puerto rico or the united states, in the united states|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_016|estimate, total, group quarters population, elsewhere|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_017|estimate, total, group quarters population, institutionalized group quarters population|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_018|estimate, total, group quarters population, institutionalized group quarters population, same address|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_019|estimate, total, group quarters population, institutionalized group quarters population, different address in puerto rico or the united states|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_020|estimate, total, group quarters population, institutionalized group quarters population, different address in puerto rico or the united states, in puerto rico|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_021|estimate, total, group quarters population, institutionalized group quarters population, different address in puerto rico or the united states, in puerto rico, same municipio|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_022|estimate, total, group quarters population, institutionalized group quarters population, different address in puerto rico or the united states, in puerto rico, different municipio|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_023|estimate, total, group quarters population, institutionalized group quarters population, different address in puerto rico or the united states, in the united states|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_024|estimate, total, group quarters population, institutionalized group quarters population, elsewhere|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_025|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_026|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, same address|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_027|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, different address in puerto rico or the united states|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_028|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, different address in puerto rico or the united states, in puerto rico|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_029|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, different address in puerto rico or the united states, in puerto rico, same municipio|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_030|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, different address in puerto rico or the united states, in puerto rico, different municipio|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_031|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, different address in puerto rico or the united states, in the united states|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_032|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, elsewhere|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_033|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_034|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, same address|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_035|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, different address in puerto rico or the united states|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_036|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, different address in puerto rico or the united states, in puerto rico|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_037|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, different address in puerto rico or the united states, in puerto rico, same municipio|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_038|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, different address in puerto rico or the united states, in puerto rico, different municipio|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_039|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, different address in puerto rico or the united states, in the united states|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_040|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, elsewhere|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_041|estimate, total, group quarters population, noninstitutionalized group quarters population|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_042|estimate, total, group quarters population, noninstitutionalized group quarters population, same address|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_043|estimate, total, group quarters population, noninstitutionalized group quarters population, different address in puerto rico or the united states|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_044|estimate, total, group quarters population, noninstitutionalized group quarters population, different address in puerto rico or the united states, in puerto rico|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_045|estimate, total, group quarters population, noninstitutionalized group quarters population, different address in puerto rico or the united states, in puerto rico, same municipio|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_046|estimate, total, group quarters population, noninstitutionalized group quarters population, different address in puerto rico or the united states, in puerto rico, different municipio|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_047|estimate, total, group quarters population, noninstitutionalized group quarters population, different address in puerto rico or the united states, in the united states|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_048|estimate, total, group quarters population, noninstitutionalized group quarters population, elsewhere|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_049|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_050|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, same address|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_051|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, different address in puerto rico or the united states|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_052|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, different address in puerto rico or the united states, in puerto rico|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_053|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, different address in puerto rico or the united states, in puerto rico, same municipio|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_054|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, different address in puerto rico or the united states, in puerto rico, different municipio|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_055|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, different address in puerto rico or the united states, in the united states|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_056|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, elsewhere|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26109PR_057|estimate, total, household population|group quarters type [3] by geographical mobility in the past year for current residence in puerto rico
B26110_001|estimate, total|group quarters type [3] by nativity and citizenship status by sex
B26110_002|estimate, total, native|group quarters type [3] by nativity and citizenship status by sex
B26110_003|estimate, total, native, male|group quarters type [3] by nativity and citizenship status by sex
B26110_004|estimate, total, native, female|group quarters type [3] by nativity and citizenship status by sex
B26110_005|estimate, total, foreign born|group quarters type [3] by nativity and citizenship status by sex
B26110_006|estimate, total, foreign born, male|group quarters type [3] by nativity and citizenship status by sex
B26110_007|estimate, total, foreign born, female|group quarters type [3] by nativity and citizenship status by sex
B26110_008|estimate, total, foreign born, naturalized u.s. citizen|group quarters type [3] by nativity and citizenship status by sex
B26110_009|estimate, total, foreign born, naturalized u.s. citizen, male|group quarters type [3] by nativity and citizenship status by sex
B26110_010|estimate, total, foreign born, naturalized u.s. citizen, female|group quarters type [3] by nativity and citizenship status by sex
B26110_011|estimate, total, foreign born, not a u.s. citizen|group quarters type [3] by nativity and citizenship status by sex
B26110_012|estimate, total, foreign born, not a u.s. citizen, male|group quarters type [3] by nativity and citizenship status by sex
B26110_013|estimate, total, foreign born, not a u.s. citizen, female|group quarters type [3] by nativity and citizenship status by sex
B26110_014|estimate, total, group quarters population|group quarters type [3] by nativity and citizenship status by sex
B26110_015|estimate, total, group quarters population, native|group quarters type [3] by nativity and citizenship status by sex
B26110_016|estimate, total, group quarters population, native, male|group quarters type [3] by nativity and citizenship status by sex
B26110_017|estimate, total, group quarters population, native, female|group quarters type [3] by nativity and citizenship status by sex
B26110_018|estimate, total, group quarters population, foreign born|group quarters type [3] by nativity and citizenship status by sex
B26110_019|estimate, total, group quarters population, foreign born, male|group quarters type [3] by nativity and citizenship status by sex
B26110_020|estimate, total, group quarters population, foreign born, female|group quarters type [3] by nativity and citizenship status by sex
B26110_021|estimate, total, group quarters population, foreign born, naturalized u.s. citizen|group quarters type [3] by nativity and citizenship status by sex
B26110_022|estimate, total, group quarters population, foreign born, naturalized u.s. citizen, male|group quarters type [3] by nativity and citizenship status by sex
B26110_023|estimate, total, group quarters population, foreign born, naturalized u.s. citizen, female|group quarters type [3] by nativity and citizenship status by sex
B26110_024|estimate, total, group quarters population, foreign born, not a u.s. citizen|group quarters type [3] by nativity and citizenship status by sex
B26110_025|estimate, total, group quarters population, foreign born, not a u.s. citizen, male|group quarters type [3] by nativity and citizenship status by sex
B26110_026|estimate, total, group quarters population, foreign born, not a u.s. citizen, female|group quarters type [3] by nativity and citizenship status by sex
B26110_027|estimate, total, group quarters population, institutionalized group quarters population|group quarters type [3] by nativity and citizenship status by sex
B26110_028|estimate, total, group quarters population, institutionalized group quarters population, native|group quarters type [3] by nativity and citizenship status by sex
B26110_029|estimate, total, group quarters population, institutionalized group quarters population, native, male|group quarters type [3] by nativity and citizenship status by sex
B26110_030|estimate, total, group quarters population, institutionalized group quarters population, native, female|group quarters type [3] by nativity and citizenship status by sex
B26110_031|estimate, total, group quarters population, institutionalized group quarters population, foreign born|group quarters type [3] by nativity and citizenship status by sex
B26110_032|estimate, total, group quarters population, institutionalized group quarters population, foreign born, male|group quarters type [3] by nativity and citizenship status by sex
B26110_033|estimate, total, group quarters population, institutionalized group quarters population, foreign born, female|group quarters type [3] by nativity and citizenship status by sex
B26110_034|estimate, total, group quarters population, institutionalized group quarters population, foreign born, naturalized u.s. citizen|group quarters type [3] by nativity and citizenship status by sex
B26110_035|estimate, total, group quarters population, institutionalized group quarters population, foreign born, naturalized u.s. citizen, male|group quarters type [3] by nativity and citizenship status by sex
B26110_036|estimate, total, group quarters population, institutionalized group quarters population, foreign born, naturalized u.s. citizen, female|group quarters type [3] by nativity and citizenship status by sex
B26110_037|estimate, total, group quarters population, institutionalized group quarters population, foreign born, not a u.s. citizen|group quarters type [3] by nativity and citizenship status by sex
B26110_038|estimate, total, group quarters population, institutionalized group quarters population, foreign born, not a u.s. citizen, male|group quarters type [3] by nativity and citizenship status by sex
B26110_039|estimate, total, group quarters population, institutionalized group quarters population, foreign born, not a u.s. citizen, female|group quarters type [3] by nativity and citizenship status by sex
B26110_040|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities|group quarters type [3] by nativity and citizenship status by sex
B26110_041|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, native|group quarters type [3] by nativity and citizenship status by sex
B26110_042|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, native, male|group quarters type [3] by nativity and citizenship status by sex
B26110_043|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, native, female|group quarters type [3] by nativity and citizenship status by sex
B26110_044|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, foreign born|group quarters type [3] by nativity and citizenship status by sex
B26110_045|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, foreign born, male|group quarters type [3] by nativity and citizenship status by sex
B26110_046|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, foreign born, female|group quarters type [3] by nativity and citizenship status by sex
B26110_047|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, foreign born, naturalized u.s. citizen|group quarters type [3] by nativity and citizenship status by sex
B26110_048|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, foreign born, naturalized u.s. citizen, male|group quarters type [3] by nativity and citizenship status by sex
B26110_049|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, foreign born, naturalized u.s. citizen, female|group quarters type [3] by nativity and citizenship status by sex
B26110_050|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, foreign born, not a u.s. citizen|group quarters type [3] by nativity and citizenship status by sex
B26110_051|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, foreign born, not a u.s. citizen, male|group quarters type [3] by nativity and citizenship status by sex
B26110_052|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, foreign born, not a u.s. citizen, female|group quarters type [3] by nativity and citizenship status by sex
B26110_053|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities|group quarters type [3] by nativity and citizenship status by sex
B26110_054|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, native|group quarters type [3] by nativity and citizenship status by sex
B26110_055|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, native, male|group quarters type [3] by nativity and citizenship status by sex
B26110_056|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, native, female|group quarters type [3] by nativity and citizenship status by sex
B26110_057|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, foreign born|group quarters type [3] by nativity and citizenship status by sex
B26110_058|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, foreign born, male|group quarters type [3] by nativity and citizenship status by sex
B26110_059|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, foreign born, female|group quarters type [3] by nativity and citizenship status by sex
B26110_060|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, foreign born, naturalized u.s. citizen|group quarters type [3] by nativity and citizenship status by sex
B26110_061|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, foreign born, naturalized u.s. citizen, male|group quarters type [3] by nativity and citizenship status by sex
B26110_062|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, foreign born, naturalized u.s. citizen, female|group quarters type [3] by nativity and citizenship status by sex
B26110_063|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, foreign born, not a u.s. citizen|group quarters type [3] by nativity and citizenship status by sex
B26110_064|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, foreign born, not a u.s. citizen, male|group quarters type [3] by nativity and citizenship status by sex
B26110_065|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, foreign born, not a u.s. citizen, female|group quarters type [3] by nativity and citizenship status by sex
B26110_066|estimate, total, group quarters population, noninstitutionalized group quarters population|group quarters type [3] by nativity and citizenship status by sex
B26110_067|estimate, total, group quarters population, noninstitutionalized group quarters population, native|group quarters type [3] by nativity and citizenship status by sex
B26110_068|estimate, total, group quarters population, noninstitutionalized group quarters population, native, male|group quarters type [3] by nativity and citizenship status by sex
B26110_069|estimate, total, group quarters population, noninstitutionalized group quarters population, native, female|group quarters type [3] by nativity and citizenship status by sex
B26110_070|estimate, total, group quarters population, noninstitutionalized group quarters population, foreign born|group quarters type [3] by nativity and citizenship status by sex
B26110_071|estimate, total, group quarters population, noninstitutionalized group quarters population, foreign born, male|group quarters type [3] by nativity and citizenship status by sex
B26110_072|estimate, total, group quarters population, noninstitutionalized group quarters population, foreign born, female|group quarters type [3] by nativity and citizenship status by sex
B26110_073|estimate, total, group quarters population, noninstitutionalized group quarters population, foreign born, naturalized u.s. citizen|group quarters type [3] by nativity and citizenship status by sex
B26110_074|estimate, total, group quarters population, noninstitutionalized group quarters population, foreign born, naturalized u.s. citizen, male|group quarters type [3] by nativity and citizenship status by sex
B26110_075|estimate, total, group quarters population, noninstitutionalized group quarters population, foreign born, naturalized u.s. citizen, female|group quarters type [3] by nativity and citizenship status by sex
B26110_076|estimate, total, group quarters population, noninstitutionalized group quarters population, foreign born, not a u.s. citizen|group quarters type [3] by nativity and citizenship status by sex
B26110_077|estimate, total, group quarters population, noninstitutionalized group quarters population, foreign born, not a u.s. citizen, male|group quarters type [3] by nativity and citizenship status by sex
B26110_078|estimate, total, group quarters population, noninstitutionalized group quarters population, foreign born, not a u.s. citizen, female|group quarters type [3] by nativity and citizenship status by sex
B26110_079|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing|group quarters type [3] by nativity and citizenship status by sex
B26110_080|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, native|group quarters type [3] by nativity and citizenship status by sex
B26110_081|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, native, male|group quarters type [3] by nativity and citizenship status by sex
B26110_082|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, native, female|group quarters type [3] by nativity and citizenship status by sex
B26110_083|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, foreign born|group quarters type [3] by nativity and citizenship status by sex
B26110_084|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, foreign born, male|group quarters type [3] by nativity and citizenship status by sex
B26110_085|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, foreign born, female|group quarters type [3] by nativity and citizenship status by sex
B26110_086|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, foreign born, naturalized u.s. citizen|group quarters type [3] by nativity and citizenship status by sex
B26110_087|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, foreign born, naturalized u.s. citizen, male|group quarters type [3] by nativity and citizenship status by sex
B26110_088|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, foreign born, naturalized u.s. citizen, female|group quarters type [3] by nativity and citizenship status by sex
B26110_089|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, foreign born, not a u.s. citizen|group quarters type [3] by nativity and citizenship status by sex
B26110_090|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, foreign born, not a u.s. citizen, male|group quarters type [3] by nativity and citizenship status by sex
B26110_091|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, foreign born, not a u.s. citizen, female|group quarters type [3] by nativity and citizenship status by sex
B26110_092|estimate, total, household population|group quarters type [3] by nativity and citizenship status by sex
B26113_001|estimate, total|group quarters type [3] by language spoken at home by ability to speak english
B26113_002|estimate, total, speak only english|group quarters type [3] by language spoken at home by ability to speak english
B26113_003|estimate, total, speak language other than english|group quarters type [3] by language spoken at home by ability to speak english
B26113_004|"estimate, total, speak language other than english, speak english ""very well"""|group quarters type [3] by language spoken at home by ability to speak english
B26113_005|"estimate, total, speak language other than english, speak english less than ""very well"""|group quarters type [3] by language spoken at home by ability to speak english
B26113_006|estimate, total, group quarters population|group quarters type [3] by language spoken at home by ability to speak english
B26113_007|estimate, total, group quarters population, speak only english|group quarters type [3] by language spoken at home by ability to speak english
B26113_008|estimate, total, group quarters population, speak language other than english|group quarters type [3] by language spoken at home by ability to speak english
B26113_009|"estimate, total, group quarters population, speak language other than english, speak english ""very well"""|group quarters type [3] by language spoken at home by ability to speak english
B26113_010|"estimate, total, group quarters population, speak language other than english, speak english less than ""very well"""|group quarters type [3] by language spoken at home by ability to speak english
B26113_011|estimate, total, group quarters population, institutionalized group quarters population|group quarters type [3] by language spoken at home by ability to speak english
B26113_012|estimate, total, group quarters population, institutionalized group quarters population, speak only english|group quarters type [3] by language spoken at home by ability to speak english
B26113_013|estimate, total, group quarters population, institutionalized group quarters population, speak language other than english|group quarters type [3] by language spoken at home by ability to speak english
B26113_014|"estimate, total, group quarters population, institutionalized group quarters population, speak language other than english, speak english ""very well"""|group quarters type [3] by language spoken at home by ability to speak english
B26113_015|"estimate, total, group quarters population, institutionalized group quarters population, speak language other than english, speak english less than ""very well"""|group quarters type [3] by language spoken at home by ability to speak english
B26113_016|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities|group quarters type [3] by language spoken at home by ability to speak english
B26113_017|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, speak only english|group quarters type [3] by language spoken at home by ability to speak english
B26113_018|estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, speak language other than english|group quarters type [3] by language spoken at home by ability to speak english
B26113_019|"estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, speak language other than english, speak english ""very well"""|group quarters type [3] by language spoken at home by ability to speak english
B26113_020|"estimate, total, group quarters population, institutionalized group quarters population, adult correctional facilities, speak language other than english, speak english less than ""very well"""|group quarters type [3] by language spoken at home by ability to speak english
B26113_021|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities|group quarters type [3] by language spoken at home by ability to speak english
B26113_022|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, speak only english|group quarters type [3] by language spoken at home by ability to speak english
B26113_023|estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, speak language other than english|group quarters type [3] by language spoken at home by ability to speak english
B26113_024|"estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, speak language other than english, speak english ""very well"""|group quarters type [3] by language spoken at home by ability to speak english
B26113_025|"estimate, total, group quarters population, institutionalized group quarters population, nursing facilities/skilled nursing facilities, speak language other than english, speak english less than ""very well"""|group quarters type [3] by language spoken at home by ability to speak english
B26113_026|estimate, total, group quarters population, noninstitutionalized group quarters population|group quarters type [3] by language spoken at home by ability to speak english
B26113_027|estimate, total, group quarters population, noninstitutionalized group quarters population, speak only english|group quarters type [3] by language spoken at home by ability to speak english
B26113_028|estimate, total, group quarters population, noninstitutionalized group quarters population, speak language other than english|group quarters type [3] by language spoken at home by ability to speak english
B26113_029|"estimate, total, group quarters population, noninstitutionalized group quarters population, speak language other than english, speak english ""very well"""|group quarters type [3] by language spoken at home by ability to speak english
B26113_030|"estimate, total, group quarters population, noninstitutionalized group quarters population, speak language other than english, speak english less than ""very well"""|group quarters type [3] by language spoken at home by ability to speak english
B26113_031|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing|group quarters type [3] by language spoken at home by ability to speak english
B26113_032|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, speak only english|group quarters type [3] by language spoken at home by ability to speak english
B26113_033|estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, speak language other than english|group quarters type [3] by language spoken at home by ability to speak english
B26113_034|"estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, speak language other than english, speak english ""very well"""|group quarters type [3] by language spoken at home by ability to speak english
B26113_035|"estimate, total, group quarters population, noninstitutionalized group quarters population, college/university student housing, speak language other than english, speak english less than ""very well"""|group quarters type [3] by language spoken at home by ability to speak english
B26113_036|estimate, total, household population|group quarters type [3] by language spoken at home by ability to speak english
B26114_001|estimate, total|group quarters type [3] by employment status
B26114_002|estimate, total, in labor force|group quarters type [3] by employment status
B26114_003|estimate, total, in labor force, civilian labor force|group quarters type [3] by employment status
B26114_004|estimate, total, in labor force, civilian labor force, employed|group quarters type [3] by employment status
B26114_005|estimate, total, in labor force, civilian labor force, unemployed|group quarters type [3] by employment status
B26114_006|estimate, total, in labor force, armed forces|group quarters type [3] by employment status
B26114_007|estimate, total, not in labor force|group quarters type [3] by employment status
B26114_008|estimate, total, noninstitutionalized group quarters population|group quarters type [3] by employment status
B26114_009|estimate, total, noninstitutionalized group quarters population, in labor force|group quarters type [3] by employment status
B26114_010|estimate, total, noninstitutionalized group quarters population, in labor force, civilian labor force|group quarters type [3] by employment status
B26114_011|estimate, total, noninstitutionalized group quarters population, in labor force, civilian labor force, employed|group quarters type [3] by employment status
B26114_012|estimate, total, noninstitutionalized group quarters population, in labor force, civilian labor force, unemployed|group quarters type [3] by employment status
B26114_013|estimate, total, noninstitutionalized group quarters population, in labor force, armed forces|group quarters type [3] by employment status
B26114_014|estimate, total, noninstitutionalized group quarters population, not in labor force|group quarters type [3] by employment status
B26114_015|estimate, total, noninstitutionalized group quarters population, college/university student housing|group quarters type [3] by employment status
B26114_016|estimate, total, noninstitutionalized group quarters population, college/university student housing, in labor force|group quarters type [3] by employment status
B26114_017|estimate, total, noninstitutionalized group quarters population, college/university student housing, in labor force, civilian labor force|group quarters type [3] by employment status
B26114_018|estimate, total, noninstitutionalized group quarters population, college/university student housing, in labor force, civilian labor force, employed|group quarters type [3] by employment status
B26114_019|estimate, total, noninstitutionalized group quarters population, college/university student housing, in labor force, civilian labor force, unemployed|group quarters type [3] by employment status
B26114_020|estimate, total, noninstitutionalized group quarters population, college/university student housing, in labor force, armed forces|group quarters type [3] by employment status
B26114_021|estimate, total, noninstitutionalized group quarters population, college/university student housing, not in labor force|group quarters type [3] by employment status
B26114_022|estimate, total, household population|group quarters type [3] by employment status
B26115_001|estimate, total|group quarters type [3] by occupation
B26115_002|estimate, total, management, business, science, and arts occupations|group quarters type [3] by occupation
